Comunidades y ciudades autónomas;Grupo de edad;Periodo;Total
Ceuta;De 45 a 64 años;2014;15
Ceuta;De 45 a 64 años;2013;12
Ceuta;De 45 a 64 años;2012;11
Ceuta;De 45 a 64 años;2011;12
Ceuta;65 y más años;2023;1
Ceuta;65 y más años;2022;4
Ceuta;65 y más años;2021;3
Ceuta;65 y más años;2020;0
Ceuta;65 y más años;2019;0
Ceuta;65 y más años;2018;1
Ceuta;65 y más años;2017;1
Ceuta;65 y más años;2016;2
Ceuta;65 y más años;2015;2
Ceuta;65 y más años;2014;1
Ceuta;65 y más años;2013;0
Ceuta;65 y más años;2012;2
Ceuta;65 y más años;2011;1
Melilla;Todas las edades;2023;197
Melilla;Todas las edades;2022;127
Melilla;Todas las edades;2021;52
Melilla;Todas las edades;2020;78
Melilla;Todas las edades;2019;69
Melilla;Todas las edades;2018;62
Melilla;Todas las edades;2017;76
Melilla;Todas las edades;2016;53
Melilla;Todas las edades;2015;99
Melilla;Todas las edades;2014;62
Melilla;Todas las edades;2013;51
Melilla;Todas las edades;2012;54
Melilla;Todas las edades;2011;53
Melilla;Menos de 18 años;2023;3
Melilla;Menos de 18 años;2022;3
Melilla;Menos de 18 años;2021;0
Melilla;Menos de 18 años;2020;0
Melilla;Menos de 18 años;2019;0
Melilla;Menos de 18 años;2018;0
Melilla;Menos de 18 años;2017;0
Melilla;Menos de 18 años;2016;0
Melilla;Menos de 18 años;2015;0
Melilla;Menos de 18 años;2014;0
Melilla;Menos de 18 años;2013;0
Melilla;Menos de 18 años;2012;1
Melilla;Menos de 18 años;2011;0
Melilla;De 18 a 24 años;2023;19
Melilla;De 18 a 24 años;2022;8
Melilla;De 18 a 24 años;2021;7
Melilla;De 18 a 24 años;2020;3
Melilla;De 18 a 24 años;2019;5
Melilla;De 18 a 24 años;2018;7
Melilla;De 18 a 24 años;2017;10
Melilla;De 18 a 24 años;2016;4
Melilla;De 18 a 24 años;2015;13
Melilla;De 18 a 24 años;2014;7
Melilla;De 18 a 24 años;2013;9
Melilla;De 18 a 24 años;2012;3
Melilla;De 18 a 24 años;2011;12
Melilla;De 25 a 44 años;2023;116
Melilla;De 25 a 44 años;2022;83
Melilla;De 25 a 44 años;2021;30
Melilla;De 25 a 44 años;2020;48
Melilla;De 25 a 44 años;2019;48
Melilla;De 25 a 44 años;2018;39
Melilla;De 25 a 44 años;2017;47
Melilla;De 25 a 44 años;2016;32
Melilla;De 25 a 44 años;2015;54
Melilla;De 25 a 44 años;2014;36
Melilla;De 25 a 44 años;2013;28
Melilla;De 25 a 44 años;2012;40
Melilla;De 25 a 44 años;2011;29
Melilla;De 45 a 64 años;2023;57
Melilla;De 45 a 64 años;2022;31
Melilla;De 45 a 64 años;2021;15
Melilla;De 45 a 64 años;2020;25
Melilla;De 45 a 64 años;2019;14
Melilla;De 45 a 64 años;2018;15
Melilla;De 45 a 64 años;2017;18
Melilla;De 45 a 64 años;2016;15
Melilla;De 45 a 64 años;2015;31
Melilla;De 45 a 64 años;2014;19
Melilla;De 45 a 64 años;2013;13
Melilla;De 45 a 64 años;2012;7
Melilla;De 45 a 64 años;2011;11
Melilla;65 y más años;2023;2
Melilla;65 y más años;2022;2
Melilla;65 y más años;2021;0
Melilla;65 y más años;2020;2
Melilla;65 y más años;2019;2
Melilla;65 y más años;2018;1
Melilla;65 y más años;2017;1
Melilla;65 y más años;2016;2
Melilla;65 y más años;2015;1
Melilla;65 y más años;2014;0
Melilla;65 y más años;2013;1
Melilla;65 y más años;2012;3
Melilla;65 y más años;2011;1
