Comunidades y ciudades autónomas;Grupo de edad;Periodo;Total
Castilla - La Mancha;De 18 a 24 años;2014;253
Castilla - La Mancha;De 18 a 24 años;2013;226
Castilla - La Mancha;De 18 a 24 años;2012;255
Castilla - La Mancha;De 18 a 24 años;2011;286
Castilla - La Mancha;De 25 a 44 años;2023;1.149
Castilla - La Mancha;De 25 a 44 años;2022;1.117
Castilla - La Mancha;De 25 a 44 años;2021;1.059
Castilla - La Mancha;De 25 a 44 años;2020;938
Castilla - La Mancha;De 25 a 44 años;2019;1.034
Castilla - La Mancha;De 25 a 44 años;2018;1.054
Castilla - La Mancha;De 25 a 44 años;2017;947
Castilla - La Mancha;De 25 a 44 años;2016;970
Castilla - La Mancha;De 25 a 44 años;2015;998
Castilla - La Mancha;De 25 a 44 años;2014;970
Castilla - La Mancha;De 25 a 44 años;2013;985
Castilla - La Mancha;De 25 a 44 años;2012;1.073
Castilla - La Mancha;De 25 a 44 años;2011;1.126
Castilla - La Mancha;De 45 a 64 años;2023;438
Castilla - La Mancha;De 45 a 64 años;2022;372
Castilla - La Mancha;De 45 a 64 años;2021;383
Castilla - La Mancha;De 45 a 64 años;2020;285
Castilla - La Mancha;De 45 a 64 años;2019;313
Castilla - La Mancha;De 45 a 64 años;2018;303
Castilla - La Mancha;De 45 a 64 años;2017;293
Castilla - La Mancha;De 45 a 64 años;2016;268
Castilla - La Mancha;De 45 a 64 años;2015;260
Castilla - La Mancha;De 45 a 64 años;2014;242
Castilla - La Mancha;De 45 a 64 años;2013;251
Castilla - La Mancha;De 45 a 64 años;2012;219
Castilla - La Mancha;De 45 a 64 años;2011;285
Castilla - La Mancha;65 y más años;2023;27
Castilla - La Mancha;65 y más años;2022;35
Castilla - La Mancha;65 y más años;2021;34
Castilla - La Mancha;65 y más años;2020;21
Castilla - La Mancha;65 y más años;2019;42
Castilla - La Mancha;65 y más años;2018;33
Castilla - La Mancha;65 y más años;2017;20
Castilla - La Mancha;65 y más años;2016;27
Castilla - La Mancha;65 y más años;2015;33
Castilla - La Mancha;65 y más años;2014;28
Castilla - La Mancha;65 y más años;2013;22
Castilla - La Mancha;65 y más años;2012;25
Castilla - La Mancha;65 y más años;2011;26
Cataluña;Todas las edades;2023;3.038
Cataluña;Todas las edades;2022;2.911
Cataluña;Todas las edades;2021;2.782
Cataluña;Todas las edades;2020;2.848
Cataluña;Todas las edades;2019;3.253
Cataluña;Todas las edades;2018;3.160
Cataluña;Todas las edades;2017;2.770
Cataluña;Todas las edades;2016;2.518
Cataluña;Todas las edades;2015;2.588
Cataluña;Todas las edades;2014;2.301
Cataluña;Todas las edades;2013;2.444
Cataluña;Todas las edades;2012;3.038
Cataluña;Todas las edades;2011;3.552
Cataluña;Menos de 18 años;2023;64
Cataluña;Menos de 18 años;2022;38
Cataluña;Menos de 18 años;2021;77
Cataluña;Menos de 18 años;2020;41
Cataluña;Menos de 18 años;2019;70
Cataluña;Menos de 18 años;2018;76
Cataluña;Menos de 18 años;2017;83
Cataluña;Menos de 18 años;2016;56
Cataluña;Menos de 18 años;2015;76
Cataluña;Menos de 18 años;2014;60
Cataluña;Menos de 18 años;2013;41
Cataluña;Menos de 18 años;2012;56
Cataluña;Menos de 18 años;2011;61
Cataluña;De 18 a 24 años;2023;419
Cataluña;De 18 a 24 años;2022;395
Cataluña;De 18 a 24 años;2021;358
Cataluña;De 18 a 24 años;2020;398
Cataluña;De 18 a 24 años;2019;444
Cataluña;De 18 a 24 años;2018;441
Cataluña;De 18 a 24 años;2017;407
Cataluña;De 18 a 24 años;2016;383
Cataluña;De 18 a 24 años;2015;340
Cataluña;De 18 a 24 años;2014;356
Cataluña;De 18 a 24 años;2013;366
Cataluña;De 18 a 24 años;2012;447
Cataluña;De 18 a 24 años;2011;545
Cataluña;De 25 a 44 años;2023;1.898
Cataluña;De 25 a 44 años;2022;1.881
Cataluña;De 25 a 44 años;2021;1.751
Cataluña;De 25 a 44 años;2020;1.819
Cataluña;De 25 a 44 años;2019;2.112
Cataluña;De 25 a 44 años;2018;2.033
Cataluña;De 25 a 44 años;2017;1.726
Cataluña;De 25 a 44 años;2016;1.618
Cataluña;De 25 a 44 años;2015;1.667
Cataluña;De 25 a 44 años;2014;1.479
Cataluña;De 25 a 44 años;2013;1.584
Cataluña;De 25 a 44 años;2012;1.965
Cataluña;De 25 a 44 años;2011;2.358
Cataluña;De 45 a 64 años;2023;612
Cataluña;De 45 a 64 años;2022;546
Cataluña;De 45 a 64 años;2021;546
Cataluña;De 45 a 64 años;2020;536
Cataluña;De 45 a 64 años;2019;578
Cataluña;De 45 a 64 años;2018;574
Cataluña;De 45 a 64 años;2017;506
Cataluña;De 45 a 64 años;2016;403
Cataluña;De 45 a 64 años;2015;463
Cataluña;De 45 a 64 años;2014;355
Cataluña;De 45 a 64 años;2013;405
Cataluña;De 45 a 64 años;2012;510
Cataluña;De 45 a 64 años;2011;526
Cataluña;65 y más años;2023;45
Cataluña;65 y más años;2022;51
Cataluña;65 y más años;2021;50
Cataluña;65 y más años;2020;54
Cataluña;65 y más años;2019;49
Cataluña;65 y más años;2018;36
Cataluña;65 y más años;2017;48
Cataluña;65 y más años;2016;58
Cataluña;65 y más años;2015;42
Cataluña;65 y más años;2014;51
Cataluña;65 y más años;2013;48
Cataluña;65 y más años;2012;60
Cataluña;65 y más años;2011;62
Comunitat Valenciana;Todas las edades;2023;5.239
Comunitat Valenciana;Todas las edades;2022;5.007
Comunitat Valenciana;Todas las edades;2021;4.548
Comunitat Valenciana;Todas las edades;2020;4.473
Comunitat Valenciana;Todas las edades;2019;4.909
Comunitat Valenciana;Todas las edades;2018;4.794
Comunitat Valenciana;Todas las edades;2017;4.196
Comunitat Valenciana;Todas las edades;2016;4.067
Comunitat Valenciana;Todas las edades;2015;4.144
Comunitat Valenciana;Todas las edades;2014;3.940
Comunitat Valenciana;Todas las edades;2013;3.857
Comunitat Valenciana;Todas las edades;2012;4.172
Comunitat Valenciana;Todas las edades;2011;4.438
Comunitat Valenciana;Menos de 18 años;2023;94
Comunitat Valenciana;Menos de 18 años;2022;102
Comunitat Valenciana;Menos de 18 años;2021;110
Comunitat Valenciana;Menos de 18 años;2020;83
Comunitat Valenciana;Menos de 18 años;2019;122
Comunitat Valenciana;Menos de 18 años;2018;106
Comunitat Valenciana;Menos de 18 años;2017;104
Comunitat Valenciana;Menos de 18 años;2016;111
Comunitat Valenciana;Menos de 18 años;2015;133
Comunitat Valenciana;Menos de 18 años;2014;93
Comunitat Valenciana;Menos de 18 años;2013;93
Comunitat Valenciana;Menos de 18 años;2012;84
Comunitat Valenciana;Menos de 18 años;2011;84
Comunitat Valenciana;De 18 a 24 años;2023;673
Comunitat Valenciana;De 18 a 24 años;2022;656
Comunitat Valenciana;De 18 a 24 años;2021;657
Comunitat Valenciana;De 18 a 24 años;2020;615
Comunitat Valenciana;De 18 a 24 años;2019;719
Comunitat Valenciana;De 18 a 24 años;2018;709
Comunitat Valenciana;De 18 a 24 años;2017;614
Comunitat Valenciana;De 18 a 24 años;2016;607
Comunitat Valenciana;De 18 a 24 años;2015;586
Comunitat Valenciana;De 18 a 24 años;2014;578
Comunitat Valenciana;De 18 a 24 años;2013;589
Comunitat Valenciana;De 18 a 24 años;2012;627
Comunitat Valenciana;De 18 a 24 años;2011;710
Comunitat Valenciana;De 25 a 44 años;2023;3.213
Comunitat Valenciana;De 25 a 44 años;2022;3.058
Comunitat Valenciana;De 25 a 44 años;2021;2.734
Comunitat Valenciana;De 25 a 44 años;2020;2.735
Comunitat Valenciana;De 25 a 44 años;2019;2.986
Comunitat Valenciana;De 25 a 44 años;2018;2.915
Comunitat Valenciana;De 25 a 44 años;2017;2.557
Comunitat Valenciana;De 25 a 44 años;2016;2.502
Comunitat Valenciana;De 25 a 44 años;2015;2.577
Comunitat Valenciana;De 25 a 44 años;2014;2.536
Comunitat Valenciana;De 25 a 44 años;2013;2.492
Comunitat Valenciana;De 25 a 44 años;2012;2.755
Comunitat Valenciana;De 25 a 44 años;2011;2.876
Comunitat Valenciana;De 45 a 64 años;2023;1.183
Comunitat Valenciana;De 45 a 64 años;2022;1.098
Comunitat Valenciana;De 45 a 64 años;2021;968
Comunitat Valenciana;De 45 a 64 años;2020;953
Comunitat Valenciana;De 45 a 64 años;2019;1.007
Comunitat Valenciana;De 45 a 64 años;2018;991
Comunitat Valenciana;De 45 a 64 años;2017;834
Comunitat Valenciana;De 45 a 64 años;2016;765
Comunitat Valenciana;De 45 a 64 años;2015;778
Comunitat Valenciana;De 45 a 64 años;2014;662
Comunitat Valenciana;De 45 a 64 años;2013;627
Comunitat Valenciana;De 45 a 64 años;2012;631
Comunitat Valenciana;De 45 a 64 años;2011;695
Comunitat Valenciana;65 y más años;2023;76
Comunitat Valenciana;65 y más años;2022;93
Comunitat Valenciana;65 y más años;2021;79
Comunitat Valenciana;65 y más años;2020;87
Comunitat Valenciana;65 y más años;2019;75
Comunitat Valenciana;65 y más años;2018;73
Comunitat Valenciana;65 y más años;2017;87
Comunitat Valenciana;65 y más años;2016;82
Comunitat Valenciana;65 y más años;2015;70
Comunitat Valenciana;65 y más años;2014;71
Comunitat Valenciana;65 y más años;2013;56
Comunitat Valenciana;65 y más años;2012;75
Comunitat Valenciana;65 y más años;2011;73
Extremadura;Todas las edades;2023;1.071
Extremadura;Todas las edades;2022;849
Extremadura;Todas las edades;2021;685
Extremadura;Todas las edades;2020;643
Extremadura;Todas las edades;2019;731
Extremadura;Todas las edades;2018;706
Extremadura;Todas las edades;2017;720
Extremadura;Todas las edades;2016;744
Extremadura;Todas las edades;2015;706
Extremadura;Todas las edades;2014;727
Extremadura;Todas las edades;2013;753
Extremadura;Todas las edades;2012;746
Extremadura;Todas las edades;2011;773
Extremadura;Menos de 18 años;2023;20
Extremadura;Menos de 18 años;2022;14
Extremadura;Menos de 18 años;2021;15
Extremadura;Menos de 18 años;2020;11
Extremadura;Menos de 18 años;2019;20
Extremadura;Menos de 18 años;2018;14
Extremadura;Menos de 18 años;2017;13
Extremadura;Menos de 18 años;2016;15
Extremadura;Menos de 18 años;2015;13
Extremadura;Menos de 18 años;2014;15
Extremadura;Menos de 18 años;2013;16
Extremadura;Menos de 18 años;2012;17
Extremadura;Menos de 18 años;2011;14
Extremadura;De 18 a 24 años;2023;132
Extremadura;De 18 a 24 años;2022;107
Extremadura;De 18 a 24 años;2021;91
Extremadura;De 18 a 24 años;2020;80
Extremadura;De 18 a 24 años;2019;97
Extremadura;De 18 a 24 años;2018;103
Extremadura;De 18 a 24 años;2017;90
Extremadura;De 18 a 24 años;2016;95
Extremadura;De 18 a 24 años;2015;104
Extremadura;De 18 a 24 años;2014;113
Extremadura;De 18 a 24 años;2013;112
Extremadura;De 18 a 24 años;2012;131
Extremadura;De 18 a 24 años;2011;138
Extremadura;De 25 a 44 años;2023;640
Extremadura;De 25 a 44 años;2022;506
Extremadura;De 25 a 44 años;2021;411
Extremadura;De 25 a 44 años;2020;398
Extremadura;De 25 a 44 años;2019;416
Extremadura;De 25 a 44 años;2018;442
Extremadura;De 25 a 44 años;2017;437
Extremadura;De 25 a 44 años;2016;451
Extremadura;De 25 a 44 años;2015;412
Extremadura;De 25 a 44 años;2014;449
Extremadura;De 25 a 44 años;2013;468
Extremadura;De 25 a 44 años;2012;441
Extremadura;De 25 a 44 años;2011;478
Extremadura;De 45 a 64 años;2023;244
Extremadura;De 45 a 64 años;2022;195
Extremadura;De 45 a 64 años;2021;151
Extremadura;De 45 a 64 años;2020;132
Extremadura;De 45 a 64 años;2019;181
Extremadura;De 45 a 64 años;2018;133
Extremadura;De 45 a 64 años;2017;160
Extremadura;De 45 a 64 años;2016;173
Extremadura;De 45 a 64 años;2015;160
Extremadura;De 45 a 64 años;2014;138
Extremadura;De 45 a 64 años;2013;145
Extremadura;De 45 a 64 años;2012;142
Extremadura;De 45 a 64 años;2011;116
Extremadura;65 y más años;2023;35
Extremadura;65 y más años;2022;27
Extremadura;65 y más años;2021;17
Extremadura;65 y más años;2020;22
Extremadura;65 y más años;2019;17
Extremadura;65 y más años;2018;14
Extremadura;65 y más años;2017;20
Extremadura;65 y más años;2016;10
Extremadura;65 y más años;2015;17
Extremadura;65 y más años;2014;12
Extremadura;65 y más años;2013;12
Extremadura;65 y más años;2012;15
Extremadura;65 y más años;2011;27
Galicia;Todas las edades;2023;1.474
Galicia;Todas las edades;2022;1.326
Galicia;Todas las edades;2021;1.217
Galicia;Todas las edades;2020;1.187
Galicia;Todas las edades;2019;1.356
Galicia;Todas las edades;2018;1.306
Galicia;Todas las edades;2017;1.255
Galicia;Todas las edades;2016;1.280
Galicia;Todas las edades;2015;1.187
Galicia;Todas las edades;2014;1.215
Galicia;Todas las edades;2013;1.253
Galicia;Todas las edades;2012;1.294
Galicia;Todas las edades;2011;1.368
Galicia;Menos de 18 años;2023;22
Galicia;Menos de 18 años;2022;17
Galicia;Menos de 18 años;2021;20
Galicia;Menos de 18 años;2020;19
Galicia;Menos de 18 años;2019;20
Galicia;Menos de 18 años;2018;18
Galicia;Menos de 18 años;2017;13
Galicia;Menos de 18 años;2016;21
Galicia;Menos de 18 años;2015;26
Galicia;Menos de 18 años;2014;15
Galicia;Menos de 18 años;2013;16
Galicia;Menos de 18 años;2012;15
Galicia;Menos de 18 años;2011;16
Galicia;De 18 a 24 años;2023;186
Galicia;De 18 a 24 años;2022;167
Galicia;De 18 a 24 años;2021;150
Galicia;De 18 a 24 años;2020;141
Galicia;De 18 a 24 años;2019;192
Galicia;De 18 a 24 años;2018;191
Galicia;De 18 a 24 años;2017;179
Galicia;De 18 a 24 años;2016;179
Galicia;De 18 a 24 años;2015;164
Galicia;De 18 a 24 años;2014;150
Galicia;De 18 a 24 años;2013;149
Galicia;De 18 a 24 años;2012;137
Galicia;De 18 a 24 años;2011;186
Galicia;De 25 a 44 años;2023;834
Galicia;De 25 a 44 años;2022;739
Galicia;De 25 a 44 años;2021;702
Galicia;De 25 a 44 años;2020;700
Galicia;De 25 a 44 años;2019;780
Galicia;De 25 a 44 años;2018;738
Galicia;De 25 a 44 años;2017;718
Galicia;De 25 a 44 años;2016;749
Galicia;De 25 a 44 años;2015;669
Galicia;De 25 a 44 años;2014;702
Galicia;De 25 a 44 años;2013;779
Galicia;De 25 a 44 años;2012;804
Galicia;De 25 a 44 años;2011;831
Galicia;De 45 a 64 años;2023;379
Galicia;De 45 a 64 años;2022;352
Galicia;De 45 a 64 años;2021;303
Galicia;De 45 a 64 años;2020;290
Galicia;De 45 a 64 años;2019;313
Galicia;De 45 a 64 años;2018;307
Galicia;De 45 a 64 años;2017;303
Galicia;De 45 a 64 años;2016;283
Galicia;De 45 a 64 años;2015;273
Galicia;De 45 a 64 años;2014;301
Galicia;De 45 a 64 años;2013;263
Galicia;De 45 a 64 años;2012;287
Galicia;De 45 a 64 años;2011;296
Galicia;65 y más años;2023;53
Galicia;65 y más años;2022;51
Galicia;65 y más años;2021;42
Galicia;65 y más años;2020;37
Galicia;65 y más años;2019;51
Galicia;65 y más años;2018;52
Galicia;65 y más años;2017;42
Galicia;65 y más años;2016;48
Galicia;65 y más años;2015;55
Galicia;65 y más años;2014;47
Galicia;65 y más años;2013;46
Galicia;65 y más años;2012;51
Galicia;65 y más años;2011;39
Madrid, Comunidad de;Todas las edades;2023;3.390
Madrid, Comunidad de;Todas las edades;2022;3.062
Madrid, Comunidad de;Todas las edades;2021;3.349
Madrid, Comunidad de;Todas las edades;2020;3.149
Madrid, Comunidad de;Todas las edades;2019;3.624
Madrid, Comunidad de;Todas las edades;2018;3.656
Madrid, Comunidad de;Todas las edades;2017;3.552
Madrid, Comunidad de;Todas las edades;2016;3.200
Madrid, Comunidad de;Todas las edades;2015;2.865
Madrid, Comunidad de;Todas las edades;2014;2.973
Madrid, Comunidad de;Todas las edades;2013;3.036
Madrid, Comunidad de;Todas las edades;2012;3.427
Madrid, Comunidad de;Todas las edades;2011;4.095
Madrid, Comunidad de;Menos de 18 años;2023;56
Madrid, Comunidad de;Menos de 18 años;2022;74
Madrid, Comunidad de;Menos de 18 años;2021;67
Madrid, Comunidad de;Menos de 18 años;2020;63
Madrid, Comunidad de;Menos de 18 años;2019;87
Madrid, Comunidad de;Menos de 18 años;2018;86
Madrid, Comunidad de;Menos de 18 años;2017;86
Madrid, Comunidad de;Menos de 18 años;2016;63
Madrid, Comunidad de;Menos de 18 años;2015;53
Madrid, Comunidad de;Menos de 18 años;2014;55
Madrid, Comunidad de;Menos de 18 años;2013;51
Madrid, Comunidad de;Menos de 18 años;2012;67
Madrid, Comunidad de;Menos de 18 años;2011;60
Madrid, Comunidad de;De 18 a 24 años;2023;499
Madrid, Comunidad de;De 18 a 24 años;2022;446
Madrid, Comunidad de;De 18 a 24 años;2021;516
Madrid, Comunidad de;De 18 a 24 años;2020;484
Madrid, Comunidad de;De 18 a 24 años;2019;547
Madrid, Comunidad de;De 18 a 24 años;2018;558
Madrid, Comunidad de;De 18 a 24 años;2017;533
Madrid, Comunidad de;De 18 a 24 años;2016;469
Madrid, Comunidad de;De 18 a 24 años;2015;434
Madrid, Comunidad de;De 18 a 24 años;2014;405
Madrid, Comunidad de;De 18 a 24 años;2013;462
Madrid, Comunidad de;De 18 a 24 años;2012;555
Madrid, Comunidad de;De 18 a 24 años;2011;675
Madrid, Comunidad de;De 25 a 44 años;2023;2.102
Madrid, Comunidad de;De 25 a 44 años;2022;1.874
Madrid, Comunidad de;De 25 a 44 años;2021;2.054
Madrid, Comunidad de;De 25 a 44 años;2020;1.922
Madrid, Comunidad de;De 25 a 44 años;2019;2.286
Madrid, Comunidad de;De 25 a 44 años;2018;2.290
Madrid, Comunidad de;De 25 a 44 años;2017;2.222
Madrid, Comunidad de;De 25 a 44 años;2016;2.032
Madrid, Comunidad de;De 25 a 44 años;2015;1.766
Madrid, Comunidad de;De 25 a 44 años;2014;1.923
Madrid, Comunidad de;De 25 a 44 años;2013;1.956
Madrid, Comunidad de;De 25 a 44 años;2012;2.224
Madrid, Comunidad de;De 25 a 44 años;2011;2.655
Madrid, Comunidad de;De 45 a 64 años;2023;677
Madrid, Comunidad de;De 45 a 64 años;2022;609
Madrid, Comunidad de;De 45 a 64 años;2021;652
Madrid, Comunidad de;De 45 a 64 años;2020;625
Madrid, Comunidad de;De 45 a 64 años;2019;644
Madrid, Comunidad de;De 45 a 64 años;2018;657
Madrid, Comunidad de;De 45 a 64 años;2017;649
Madrid, Comunidad de;De 45 a 64 años;2016;570
Madrid, Comunidad de;De 45 a 64 años;2015;557
Madrid, Comunidad de;De 45 a 64 años;2014;527
Madrid, Comunidad de;De 45 a 64 años;2013;517
Madrid, Comunidad de;De 45 a 64 años;2012;523
Madrid, Comunidad de;De 45 a 64 años;2011;640
Madrid, Comunidad de;65 y más años;2023;56
Madrid, Comunidad de;65 y más años;2022;59
Madrid, Comunidad de;65 y más años;2021;60
Madrid, Comunidad de;65 y más años;2020;55
Madrid, Comunidad de;65 y más años;2019;60
Madrid, Comunidad de;65 y más años;2018;65
Madrid, Comunidad de;65 y más años;2017;62
Madrid, Comunidad de;65 y más años;2016;66
Madrid, Comunidad de;65 y más años;2015;55
Madrid, Comunidad de;65 y más años;2014;63
Madrid, Comunidad de;65 y más años;2013;50
Madrid, Comunidad de;65 y más años;2012;58
Madrid, Comunidad de;65 y más años;2011;65
Murcia, Región de;Todas las edades;2023;1.725
Murcia, Región de;Todas las edades;2022;1.466
Murcia, Región de;Todas las edades;2021;1.503
Murcia, Región de;Todas las edades;2020;1.343
Murcia, Región de;Todas las edades;2019;1.400
Murcia, Región de;Todas las edades;2018;1.362
Murcia, Región de;Todas las edades;2017;1.150
Murcia, Región de;Todas las edades;2016;1.157
Murcia, Región de;Todas las edades;2015;1.146
Murcia, Región de;Todas las edades;2014;1.107
Murcia, Región de;Todas las edades;2013;1.131
Murcia, Región de;Todas las edades;2012;1.180
Murcia, Región de;Todas las edades;2011;1.288
Murcia, Región de;Menos de 18 años;2023;49
Murcia, Región de;Menos de 18 años;2022;36
Murcia, Región de;Menos de 18 años;2021;41
Murcia, Región de;Menos de 18 años;2020;35
Murcia, Región de;Menos de 18 años;2019;48
Murcia, Región de;Menos de 18 años;2018;42
Murcia, Región de;Menos de 18 años;2017;28
Murcia, Región de;Menos de 18 años;2016;31
Murcia, Región de;Menos de 18 años;2015;24
Murcia, Región de;Menos de 18 años;2014;31
Murcia, Región de;Menos de 18 años;2013;21
Murcia, Región de;Menos de 18 años;2012;28
Murcia, Región de;Menos de 18 años;2011;30
Murcia, Región de;De 18 a 24 años;2023;278
Murcia, Región de;De 18 a 24 años;2022;226
Murcia, Región de;De 18 a 24 años;2021;246
Murcia, Región de;De 18 a 24 años;2020;199
Murcia, Región de;De 18 a 24 años;2019;227
Murcia, Región de;De 18 a 24 años;2018;237
Murcia, Región de;De 18 a 24 años;2017;180
Murcia, Región de;De 18 a 24 años;2016;208
Murcia, Región de;De 18 a 24 años;2015;198
Murcia, Región de;De 18 a 24 años;2014;193
Murcia, Región de;De 18 a 24 años;2013;182
Murcia, Región de;De 18 a 24 años;2012;182
Murcia, Región de;De 18 a 24 años;2011;219
Murcia, Región de;De 25 a 44 años;2023;1.053
Murcia, Región de;De 25 a 44 años;2022;921
Murcia, Región de;De 25 a 44 años;2021;940
Murcia, Región de;De 25 a 44 años;2020;834
Murcia, Región de;De 25 a 44 años;2019;901
Murcia, Región de;De 25 a 44 años;2018;813
Murcia, Región de;De 25 a 44 años;2017;741
Murcia, Región de;De 25 a 44 años;2016;711
Murcia, Región de;De 25 a 44 años;2015;710
Murcia, Región de;De 25 a 44 años;2014;712
Murcia, Región de;De 25 a 44 años;2013;756
Murcia, Región de;De 25 a 44 años;2012;805
Murcia, Región de;De 25 a 44 años;2011;853
Murcia, Región de;De 45 a 64 años;2023;315
Murcia, Región de;De 45 a 64 años;2022;267
Murcia, Región de;De 45 a 64 años;2021;261
Murcia, Región de;De 45 a 64 años;2020;253
Murcia, Región de;De 45 a 64 años;2019;208
Murcia, Región de;De 45 a 64 años;2018;248
Murcia, Región de;De 45 a 64 años;2017;187
Murcia, Región de;De 45 a 64 años;2016;190
Murcia, Región de;De 45 a 64 años;2015;200
Murcia, Región de;De 45 a 64 años;2014;153
Murcia, Región de;De 45 a 64 años;2013;160
Murcia, Región de;De 45 a 64 años;2012;159
Murcia, Región de;De 45 a 64 años;2011;170
Murcia, Región de;65 y más años;2023;30
Murcia, Región de;65 y más años;2022;16
Murcia, Región de;65 y más años;2021;15
Murcia, Región de;65 y más años;2020;22
Murcia, Región de;65 y más años;2019;16
Murcia, Región de;65 y más años;2018;22
Murcia, Región de;65 y más años;2017;14
Murcia, Región de;65 y más años;2016;17
Murcia, Región de;65 y más años;2015;14
Murcia, Región de;65 y más años;2014;18
Murcia, Región de;65 y más años;2013;12
Murcia, Región de;65 y más años;2012;6
Murcia, Región de;65 y más años;2011;16
Navarra, Comunidad Foral de;Todas las edades;2023;398
Navarra, Comunidad Foral de;Todas las edades;2022;338
Navarra, Comunidad Foral de;Todas las edades;2021;299
Navarra, Comunidad Foral de;Todas las edades;2020;289
Navarra, Comunidad Foral de;Todas las edades;2019;333
Navarra, Comunidad Foral de;Todas las edades;2018;309
Navarra, Comunidad Foral de;Todas las edades;2017;295
Navarra, Comunidad Foral de;Todas las edades;2016;378
Navarra, Comunidad Foral de;Todas las edades;2015;347
Navarra, Comunidad Foral de;Todas las edades;2014;319
Navarra, Comunidad Foral de;Todas las edades;2013;320
Navarra, Comunidad Foral de;Todas las edades;2012;311
Navarra, Comunidad Foral de;Todas las edades;2011;367
Navarra, Comunidad Foral de;Menos de 18 años;2023;13
Navarra, Comunidad Foral de;Menos de 18 años;2022;8
Navarra, Comunidad Foral de;Menos de 18 años;2021;4
Navarra, Comunidad Foral de;Menos de 18 años;2020;7
Navarra, Comunidad Foral de;Menos de 18 años;2019;9
Navarra, Comunidad Foral de;Menos de 18 años;2018;4
Navarra, Comunidad Foral de;Menos de 18 años;2017;11
Navarra, Comunidad Foral de;Menos de 18 años;2016;6
Navarra, Comunidad Foral de;Menos de 18 años;2015;8
Navarra, Comunidad Foral de;Menos de 18 años;2014;9
Navarra, Comunidad Foral de;Menos de 18 años;2013;5
Navarra, Comunidad Foral de;Menos de 18 años;2012;6
Navarra, Comunidad Foral de;Menos de 18 años;2011;10
Navarra, Comunidad Foral de;De 18 a 24 años;2023;53
Navarra, Comunidad Foral de;De 18 a 24 años;2022;43
Navarra, Comunidad Foral de;De 18 a 24 años;2021;65
Navarra, Comunidad Foral de;De 18 a 24 años;2020;44
Navarra, Comunidad Foral de;De 18 a 24 años;2019;58
Navarra, Comunidad Foral de;De 18 a 24 años;2018;53
Navarra, Comunidad Foral de;De 18 a 24 años;2017;50
Navarra, Comunidad Foral de;De 18 a 24 años;2016;60
Navarra, Comunidad Foral de;De 18 a 24 años;2015;54
Navarra, Comunidad Foral de;De 18 a 24 años;2014;50
Navarra, Comunidad Foral de;De 18 a 24 años;2013;43
Navarra, Comunidad Foral de;De 18 a 24 años;2012;54
Navarra, Comunidad Foral de;De 18 a 24 años;2011;53
Navarra, Comunidad Foral de;De 25 a 44 años;2023;247
Navarra, Comunidad Foral de;De 25 a 44 años;2022;219
Navarra, Comunidad Foral de;De 25 a 44 años;2021;179
Navarra, Comunidad Foral de;De 25 a 44 años;2020;187
Navarra, Comunidad Foral de;De 25 a 44 años;2019;206
Navarra, Comunidad Foral de;De 25 a 44 años;2018;201
Navarra, Comunidad Foral de;De 25 a 44 años;2017;173
Navarra, Comunidad Foral de;De 25 a 44 años;2016;237
Navarra, Comunidad Foral de;De 25 a 44 años;2015;219
Navarra, Comunidad Foral de;De 25 a 44 años;2014;203
Navarra, Comunidad Foral de;De 25 a 44 años;2013;210
Navarra, Comunidad Foral de;De 25 a 44 años;2012;203
Navarra, Comunidad Foral de;De 25 a 44 años;2011;255
Navarra, Comunidad Foral de;De 45 a 64 años;2023;76
Navarra, Comunidad Foral de;De 45 a 64 años;2022;63
Navarra, Comunidad Foral de;De 45 a 64 años;2021;47
Navarra, Comunidad Foral de;De 45 a 64 años;2020;43
Navarra, Comunidad Foral de;De 45 a 64 años;2019;55
Navarra, Comunidad Foral de;De 45 a 64 años;2018;50
Navarra, Comunidad Foral de;De 45 a 64 años;2017;57
Navarra, Comunidad Foral de;De 45 a 64 años;2016;70
Navarra, Comunidad Foral de;De 45 a 64 años;2015;61
Navarra, Comunidad Foral de;De 45 a 64 años;2014;53
Navarra, Comunidad Foral de;De 45 a 64 años;2013;61
Navarra, Comunidad Foral de;De 45 a 64 años;2012;41
Navarra, Comunidad Foral de;De 45 a 64 años;2011;43
Navarra, Comunidad Foral de;65 y más años;2023;9
Navarra, Comunidad Foral de;65 y más años;2022;5
Navarra, Comunidad Foral de;65 y más años;2021;4
Navarra, Comunidad Foral de;65 y más años;2020;8
Navarra, Comunidad Foral de;65 y más años;2019;5
Navarra, Comunidad Foral de;65 y más años;2018;1
Navarra, Comunidad Foral de;65 y más años;2017;4
Navarra, Comunidad Foral de;65 y más años;2016;5
Navarra, Comunidad Foral de;65 y más años;2015;5
Navarra, Comunidad Foral de;65 y más años;2014;4
Navarra, Comunidad Foral de;65 y más años;2013;1
Navarra, Comunidad Foral de;65 y más años;2012;7
Navarra, Comunidad Foral de;65 y más años;2011;6
País Vasco;Todas las edades;2023;754
País Vasco;Todas las edades;2022;783
País Vasco;Todas las edades;2021;614
País Vasco;Todas las edades;2020;559
País Vasco;Todas las edades;2019;716
País Vasco;Todas las edades;2018;742
País Vasco;Todas las edades;2017;685
País Vasco;Todas las edades;2016;644
País Vasco;Todas las edades;2015;545
País Vasco;Todas las edades;2014;577
País Vasco;Todas las edades;2013;610
País Vasco;Todas las edades;2012;675
