Comunidades y ciudades autónomas;Grupo de edad;Periodo;Total
Castilla - La Mancha;Todas las edades;2023;1.394
Castilla - La Mancha;Todas las edades;2022;1.441
Castilla - La Mancha;Todas las edades;2021;1.277
Castilla - La Mancha;Todas las edades;2020;950
Castilla - La Mancha;Todas las edades;2019;1.144
Castilla - La Mancha;Todas las edades;2018;1.116
Castilla - La Mancha;Todas las edades;2017;1.075
Castilla - La Mancha;Todas las edades;2016;1.087
Castilla - La Mancha;Todas las edades;2015;1.078
Castilla - La Mancha;Menos de 18 años;2023;2
Castilla - La Mancha;Menos de 18 años;2022;2
Castilla - La Mancha;Menos de 18 años;2021;0
Castilla - La Mancha;Menos de 18 años;2020;4
Castilla - La Mancha;Menos de 18 años;2019;4
Castilla - La Mancha;Menos de 18 años;2018;0
Castilla - La Mancha;Menos de 18 años;2017;2
Castilla - La Mancha;Menos de 18 años;2016;1
Castilla - La Mancha;Menos de 18 años;2015;2
Castilla - La Mancha;De 18 a 24 años;2023;125
Castilla - La Mancha;De 18 a 24 años;2022;131
Castilla - La Mancha;De 18 a 24 años;2021;128
Castilla - La Mancha;De 18 a 24 años;2020;116
Castilla - La Mancha;De 18 a 24 años;2019;127
Castilla - La Mancha;De 18 a 24 años;2018;142
Castilla - La Mancha;De 18 a 24 años;2017;135
Castilla - La Mancha;De 18 a 24 años;2016;130
Castilla - La Mancha;De 18 a 24 años;2015;123
Castilla - La Mancha;De 25 a 44 años;2023;848
Castilla - La Mancha;De 25 a 44 años;2022;881
Castilla - La Mancha;De 25 a 44 años;2021;771
Castilla - La Mancha;De 25 a 44 años;2020;580
Castilla - La Mancha;De 25 a 44 años;2019;688
Castilla - La Mancha;De 25 a 44 años;2018;672
Castilla - La Mancha;De 25 a 44 años;2017;663
Castilla - La Mancha;De 25 a 44 años;2016;655
Castilla - La Mancha;De 25 a 44 años;2015;672
Castilla - La Mancha;De 45 a 64 años;2023;382
Castilla - La Mancha;De 45 a 64 años;2022;386
Castilla - La Mancha;De 45 a 64 años;2021;338
Castilla - La Mancha;De 45 a 64 años;2020;224
Castilla - La Mancha;De 45 a 64 años;2019;300
Castilla - La Mancha;De 45 a 64 años;2018;272
Castilla - La Mancha;De 45 a 64 años;2017;244
Castilla - La Mancha;De 45 a 64 años;2016;268
Castilla - La Mancha;De 45 a 64 años;2015;256
Castilla - La Mancha;65 y más años;2023;37
Castilla - La Mancha;65 y más años;2022;41
Castilla - La Mancha;65 y más años;2021;40
Castilla - La Mancha;65 y más años;2020;26
Castilla - La Mancha;65 y más años;2019;25
Castilla - La Mancha;65 y más años;2018;30
Castilla - La Mancha;65 y más años;2017;31
Castilla - La Mancha;65 y más años;2016;33
Castilla - La Mancha;65 y más años;2015;25
Cataluña;Todas las edades;2023;4.022
Cataluña;Todas las edades;2022;3.984
Cataluña;Todas las edades;2021;3.857
Cataluña;Todas las edades;2020;2.896
Cataluña;Todas las edades;2019;3.339
Cataluña;Todas las edades;2018;3.101
Cataluña;Todas las edades;2017;2.961
Cataluña;Todas las edades;2016;3.049
Cataluña;Todas las edades;2015;2.900
Cataluña;Menos de 18 años;2023;5
Cataluña;Menos de 18 años;2022;5
Cataluña;Menos de 18 años;2021;10
Cataluña;Menos de 18 años;2020;7
Cataluña;Menos de 18 años;2019;21
Cataluña;Menos de 18 años;2018;18
Cataluña;Menos de 18 años;2017;15
Cataluña;Menos de 18 años;2016;11
Cataluña;Menos de 18 años;2015;17
Cataluña;De 18 a 24 años;2023;425
Cataluña;De 18 a 24 años;2022;421
Cataluña;De 18 a 24 años;2021;407
Cataluña;De 18 a 24 años;2020;317
Cataluña;De 18 a 24 años;2019;380
Cataluña;De 18 a 24 años;2018;345
Cataluña;De 18 a 24 años;2017;354
Cataluña;De 18 a 24 años;2016;365
Cataluña;De 18 a 24 años;2015;352
Cataluña;De 25 a 44 años;2023;2.445
Cataluña;De 25 a 44 años;2022;2.476
Cataluña;De 25 a 44 años;2021;2.422
Cataluña;De 25 a 44 años;2020;1.800
Cataluña;De 25 a 44 años;2019;2.072
Cataluña;De 25 a 44 años;2018;1.925
Cataluña;De 25 a 44 años;2017;1.851
Cataluña;De 25 a 44 años;2016;1.875
Cataluña;De 25 a 44 años;2015;1.815
Cataluña;De 45 a 64 años;2023;1.064
Cataluña;De 45 a 64 años;2022;1.007
Cataluña;De 45 a 64 años;2021;931
Cataluña;De 45 a 64 años;2020;716
Cataluña;De 45 a 64 años;2019;798
Cataluña;De 45 a 64 años;2018;756
Cataluña;De 45 a 64 años;2017;671
Cataluña;De 45 a 64 años;2016;732
Cataluña;De 45 a 64 años;2015;644
Cataluña;65 y más años;2023;83
Cataluña;65 y más años;2022;75
Cataluña;65 y más años;2021;87
Cataluña;65 y más años;2020;56
Cataluña;65 y más años;2019;68
Cataluña;65 y más años;2018;57
Cataluña;65 y más años;2017;70
Cataluña;65 y más años;2016;66
Cataluña;65 y más años;2015;72
Comunitat Valenciana;Todas las edades;2023;5.478
Comunitat Valenciana;Todas las edades;2022;5.215
Comunitat Valenciana;Todas las edades;2021;4.855
Comunitat Valenciana;Todas las edades;2020;3.823
Comunitat Valenciana;Todas las edades;2019;4.565
Comunitat Valenciana;Todas las edades;2018;4.130
Comunitat Valenciana;Todas las edades;2017;4.062
Comunitat Valenciana;Todas las edades;2016;3.794
Comunitat Valenciana;Todas las edades;2015;3.559
Comunitat Valenciana;Menos de 18 años;2023;3
Comunitat Valenciana;Menos de 18 años;2022;4
Comunitat Valenciana;Menos de 18 años;2021;9
Comunitat Valenciana;Menos de 18 años;2020;6
Comunitat Valenciana;Menos de 18 años;2019;18
Comunitat Valenciana;Menos de 18 años;2018;15
Comunitat Valenciana;Menos de 18 años;2017;18
Comunitat Valenciana;Menos de 18 años;2016;17
Comunitat Valenciana;Menos de 18 años;2015;19
Comunitat Valenciana;De 18 a 24 años;2023;546
Comunitat Valenciana;De 18 a 24 años;2022;520
Comunitat Valenciana;De 18 a 24 años;2021;528
Comunitat Valenciana;De 18 a 24 años;2020;392
Comunitat Valenciana;De 18 a 24 años;2019;501
Comunitat Valenciana;De 18 a 24 años;2018;489
Comunitat Valenciana;De 18 a 24 años;2017;458
Comunitat Valenciana;De 18 a 24 años;2016;415
Comunitat Valenciana;De 18 a 24 años;2015;423
Comunitat Valenciana;De 25 a 44 años;2023;3.183
Comunitat Valenciana;De 25 a 44 años;2022;3.051
Comunitat Valenciana;De 25 a 44 años;2021;2.819
Comunitat Valenciana;De 25 a 44 años;2020;2.236
Comunitat Valenciana;De 25 a 44 años;2019;2.661
Comunitat Valenciana;De 25 a 44 años;2018;2.431
Comunitat Valenciana;De 25 a 44 años;2017;2.402
Comunitat Valenciana;De 25 a 44 años;2016;2.242
Comunitat Valenciana;De 25 a 44 años;2015;2.093
Comunitat Valenciana;De 45 a 64 años;2023;1.581
Comunitat Valenciana;De 45 a 64 años;2022;1.495
Comunitat Valenciana;De 45 a 64 años;2021;1.360
Comunitat Valenciana;De 45 a 64 años;2020;1.072
Comunitat Valenciana;De 45 a 64 años;2019;1.252
Comunitat Valenciana;De 45 a 64 años;2018;1.068
Comunitat Valenciana;De 45 a 64 años;2017;1.069
Comunitat Valenciana;De 45 a 64 años;2016;989
Comunitat Valenciana;De 45 a 64 años;2015;928
Comunitat Valenciana;65 y más años;2023;165
Comunitat Valenciana;65 y más años;2022;145
Comunitat Valenciana;65 y más años;2021;139
Comunitat Valenciana;65 y más años;2020;117
Comunitat Valenciana;65 y más años;2019;133
Comunitat Valenciana;65 y más años;2018;127
Comunitat Valenciana;65 y más años;2017;115
Comunitat Valenciana;65 y más años;2016;131
Comunitat Valenciana;65 y más años;2015;96
Extremadura;Todas las edades;2023;907
Extremadura;Todas las edades;2022;783
Extremadura;Todas las edades;2021;726
Extremadura;Todas las edades;2020;610
Extremadura;Todas las edades;2019;659
Extremadura;Todas las edades;2018;578
Extremadura;Todas las edades;2017;605
Extremadura;Todas las edades;2016;605
Extremadura;Todas las edades;2015;631
Extremadura;Menos de 18 años;2023;0
Extremadura;Menos de 18 años;2022;5
Extremadura;Menos de 18 años;2021;3
Extremadura;Menos de 18 años;2020;3
Extremadura;Menos de 18 años;2019;3
Extremadura;Menos de 18 años;2018;5
Extremadura;Menos de 18 años;2017;2
Extremadura;Menos de 18 años;2016;3
Extremadura;Menos de 18 años;2015;2
Extremadura;De 18 a 24 años;2023;90
Extremadura;De 18 a 24 años;2022;65
Extremadura;De 18 a 24 años;2021;85
Extremadura;De 18 a 24 años;2020;53
Extremadura;De 18 a 24 años;2019;75
Extremadura;De 18 a 24 años;2018;67
Extremadura;De 18 a 24 años;2017;75
Extremadura;De 18 a 24 años;2016;76
Extremadura;De 18 a 24 años;2015;76
Extremadura;De 25 a 44 años;2023;519
Extremadura;De 25 a 44 años;2022;452
Extremadura;De 25 a 44 años;2021;412
Extremadura;De 25 a 44 años;2020;355
Extremadura;De 25 a 44 años;2019;372
Extremadura;De 25 a 44 años;2018;317
Extremadura;De 25 a 44 años;2017;329
Extremadura;De 25 a 44 años;2016;304
Extremadura;De 25 a 44 años;2015;340
Extremadura;De 45 a 64 años;2023;254
Extremadura;De 45 a 64 años;2022;241
Extremadura;De 45 a 64 años;2021;204
Extremadura;De 45 a 64 años;2020;180
Extremadura;De 45 a 64 años;2019;196
Extremadura;De 45 a 64 años;2018;174
Extremadura;De 45 a 64 años;2017;181
Extremadura;De 45 a 64 años;2016;203
Extremadura;De 45 a 64 años;2015;192
Extremadura;65 y más años;2023;44
Extremadura;65 y más años;2022;20
Extremadura;65 y más años;2021;22
Extremadura;65 y más años;2020;19
Extremadura;65 y más años;2019;13
Extremadura;65 y más años;2018;15
Extremadura;65 y más años;2017;18
Extremadura;65 y más años;2016;19
Extremadura;65 y más años;2015;21
Galicia;Todas las edades;2023;1.564
